CO_MUNICIPIO;SG_UF;NO_UF;NO_MUNICIPIO;CN;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA;DE_ALTERACAO_REGULAMENTAR;VIGENTE
3167202;MG;MINAS GERAIS;Sete Lagoas;31;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3167301;MG;MINAS GERAIS;Silveirânia;32;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3167400;MG;MINAS GERAIS;Silvianópolis;35;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3167509;MG;MINAS GERAIS;Simão Pereira;32;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3167608;MG;MINAS GERAIS;Simonésia;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3167707;MG;MINAS GERAIS;Sobrália;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3167806;MG;MINAS GERAIS;Soledade de Minas;35;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3167905;MG;MINAS GERAIS;Tabuleiro;32;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3168002;MG;MINAS GERAIS;Taiobeiras;38;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3168051;MG;MINAS GERAIS;Taparuba;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3168101;MG;MINAS GERAIS;Tapira;34;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3168200;MG;MINAS GERAIS;Tapiraí;37;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3168309;MG;MINAS GERAIS;Taquaraçu de Minas;31;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3168408;MG;MINAS GERAIS;Tarumirim;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3168507;MG;MINAS GERAIS;Teixeiras;31;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3168606;MG;MINAS GERAIS;Teófilo Otoni;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3168705;MG;MINAS GERAIS;Timóteo;31;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3168804;MG;MINAS GERAIS;Tiradentes;32;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3168903;MG;MINAS GERAIS;Tiros;34;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3169000;MG;MINAS GERAIS;Tocantins;32;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3169059;MG;MINAS GERAIS;Tocos do Moji;35;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3169109;MG;MINAS GERAIS;Toledo;35;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3169208;MG;MINAS GERAIS;Tombos;32;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3169307;MG;MINAS GERAIS;Três Corações;35;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3169356;MG;MINAS GERAIS;Três Marias;38;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3169406;MG;MINAS GERAIS;Três Pontas;35;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3169505;MG;MINAS GERAIS;Tumiritinga;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3169604;MG;MINAS GERAIS;Tupaciguara;34;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3169703;MG;MINAS GERAIS;Turmalina;38;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3169802;MG;MINAS GERAIS;Turvolândia;35;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3169901;MG;MINAS GERAIS;Ubá;32;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170008;MG;MINAS GERAIS;Ubaí;38;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170057;MG;MINAS GERAIS;Ubaporanga;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170107;MG;MINAS GERAIS;Uberaba;34;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170206;MG;MINAS GERAIS;Uberlândia;34;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170305;MG;MINAS GERAIS;Umburatiba;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170404;MG;MINAS GERAIS;Unaí;38;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170438;MG;MINAS GERAIS;União de Minas;34;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170479;MG;MINAS GERAIS;Uruana de Minas;38;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170503;MG;MINAS GERAIS;Urucânia;31;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170529;MG;MINAS GERAIS;Urucuia;38;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170578;MG;MINAS GERAIS;Vargem Alegre;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170602;MG;MINAS GERAIS;Vargem Bonita;37;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170651;MG;MINAS GERAIS;Vargem Grande do Rio Pardo;38;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170701;MG;MINAS GERAIS;Varginha;35;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170750;MG;MINAS GERAIS;Varjão de Minas;38;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170800;MG;MINAS GERAIS;Várzea da Palma;38;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3170909;MG;MINAS GERAIS;Varzelândia;38;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3171006;MG;MINAS GERAIS;Vazante;34;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3171030;MG;MINAS GERAIS;Verdelândia;38;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3171071;MG;MINAS GERAIS;Veredinha;38;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3171105;MG;MINAS GERAIS;Veríssimo;34;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3171154;MG;MINAS GERAIS;Vermelho Novo;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3171204;MG;MINAS GERAIS;Vespasiano;31;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3171303;MG;MINAS GERAIS;Viçosa;31;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3171402;MG;MINAS GERAIS;Vieiras;32;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3171501;MG;MINAS GERAIS;Mathias Lobato;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3171600;MG;MINAS GERAIS;Virgem da Lapa;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3171709;MG;MINAS GERAIS;Virgínia;35;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3171808;MG;MINAS GERAIS;Virginópolis;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3171907;MG;MINAS GERAIS;Virgolândia;33;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3172004;MG;MINAS GERAIS;Visconde do Rio Branco;32;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3172103;MG;MINAS GERAIS;Volta Grande;32;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3172202;MG;MINAS GERAIS;Wenceslau Braz;35;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3200102;ES;ESPÍRITO SANTO;Afonso Cláudio;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3200136;ES;ESPÍRITO SANTO;Águia Branca;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3200169;ES;ESPÍRITO SANTO;Água Doce do Norte;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3200201;ES;ESPÍRITO SANTO;Alegre;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3200300;ES;ESPÍRITO SANTO;Alfredo Chaves;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3200359;ES;ESPÍRITO SANTO;Alto Rio Novo;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3200409;ES;ESPÍRITO SANTO;Anchieta;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3200508;ES;ESPÍRITO SANTO;Apiacá;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3200607;ES;ESPÍRITO SANTO;Aracruz;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3200706;ES;ESPÍRITO SANTO;Atilio Vivacqua;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3200805;ES;ESPÍRITO SANTO;Baixo Guandu;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3200904;ES;ESPÍRITO SANTO;Barra de São Francisco;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3201001;ES;ESPÍRITO SANTO;Boa Esperança;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3201100;ES;ESPÍRITO SANTO;Bom Jesus do Norte;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3201159;ES;ESPÍRITO SANTO;Brejetuba;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3201209;ES;ESPÍRITO SANTO;Cachoeiro de Itapemirim;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3201308;ES;ESPÍRITO SANTO;Cariacica;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3201407;ES;ESPÍRITO SANTO;Castelo;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3201506;ES;ESPÍRITO SANTO;Colatina;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3201605;ES;ESPÍRITO SANTO;Conceição da Barra;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3201704;ES;ESPÍRITO SANTO;Conceição do Castelo;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3201803;ES;ESPÍRITO SANTO;Divino de São Lourenço;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3201902;ES;ESPÍRITO SANTO;Domingos Martins;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202009;ES;ESPÍRITO SANTO;Dores do Rio Preto;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202108;ES;ESPÍRITO SANTO;Ecoporanga;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202207;ES;ESPÍRITO SANTO;Fundão;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202256;ES;ESPÍRITO SANTO;Governador Lindenberg;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202306;ES;ESPÍRITO SANTO;Guaçuí;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202405;ES;ESPÍRITO SANTO;Guarapari;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202454;ES;ESPÍRITO SANTO;Ibatiba;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202504;ES;ESPÍRITO SANTO;Ibiraçu;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202553;ES;ESPÍRITO SANTO;Ibitirama;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202603;ES;ESPÍRITO SANTO;Iconha;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202652;ES;ESPÍRITO SANTO;Irupi;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202702;ES;ESPÍRITO SANTO;Itaguaçu;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202801;ES;ESPÍRITO SANTO;Itapemirim;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3202900;ES;ESPÍRITO SANTO;Itarana;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203007;ES;ESPÍRITO SANTO;Iúna;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203056;ES;ESPÍRITO SANTO;Jaguaré;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203106;ES;ESPÍRITO SANTO;Jerônimo Monteiro;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203130;ES;ESPÍRITO SANTO;João Neiva;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203163;ES;ESPÍRITO SANTO;Laranja da Terra;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203205;ES;ESPÍRITO SANTO;Linhares;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203304;ES;ESPÍRITO SANTO;Mantenópolis;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203320;ES;ESPÍRITO SANTO;Marataízes;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203346;ES;ESPÍRITO SANTO;Marechal Floriano;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203353;ES;ESPÍRITO SANTO;Marilândia;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203403;ES;ESPÍRITO SANTO;Mimoso do Sul;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203502;ES;ESPÍRITO SANTO;Montanha;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203601;ES;ESPÍRITO SANTO;Mucurici;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203700;ES;ESPÍRITO SANTO;Muniz Freire;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203809;ES;ESPÍRITO SANTO;Muqui;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3203908;ES;ESPÍRITO SANTO;Nova Venécia;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204005;ES;ESPÍRITO SANTO;Pancas;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204054;ES;ESPÍRITO SANTO;Pedro Canário;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204104;ES;ESPÍRITO SANTO;Pinheiros;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204203;ES;ESPÍRITO SANTO;Piúma;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204252;ES;ESPÍRITO SANTO;Ponto Belo;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204302;ES;ESPÍRITO SANTO;Presidente Kennedy;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204351;ES;ESPÍRITO SANTO;Rio Bananal;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204401;ES;ESPÍRITO SANTO;Rio Novo do Sul;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204500;ES;ESPÍRITO SANTO;Santa Leopoldina;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204559;ES;ESPÍRITO SANTO;Santa Maria de Jetibá;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204609;ES;ESPÍRITO SANTO;Santa Teresa;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204658;ES;ESPÍRITO SANTO;São Domingos do Norte;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204708;ES;ESPÍRITO SANTO;São Gabriel da Palha;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204807;ES;ESPÍRITO SANTO;São José do Calçado;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204906;ES;ESPÍRITO SANTO;São Mateus;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3204955;ES;ESPÍRITO SANTO;São Roque do Canaã;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3205002;ES;ESPÍRITO SANTO;Serra;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3205010;ES;ESPÍRITO SANTO;Sooretama;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3205036;ES;ESPÍRITO SANTO;Vargem Alta;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3205069;ES;ESPÍRITO SANTO;Venda Nova do Imigrante;28;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3205101;ES;ESPÍRITO SANTO;Viana;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3205150;ES;ESPÍRITO SANTO;Vila Pavão;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3205176;ES;ESPÍRITO SANTO;Vila Valério;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3205200;ES;ESPÍRITO SANTO;Vila Velha;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3205309;ES;ESPÍRITO SANTO;Vitória;27;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300100;RJ;RIO DE JANEIRO;Angra dos Reis;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300159;RJ;RIO DE JANEIRO;Aperibé;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300209;RJ;RIO DE JANEIRO;Araruama;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300225;RJ;RIO DE JANEIRO;Areal;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300233;RJ;RIO DE JANEIRO;Armação dos Búzios;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300258;RJ;RIO DE JANEIRO;Arraial do Cabo;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300308;RJ;RIO DE JANEIRO;Barra do Piraí;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300407;RJ;RIO DE JANEIRO;Barra Mansa;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300456;RJ;RIO DE JANEIRO;Belford Roxo;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300506;RJ;RIO DE JANEIRO;Bom Jardim;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300605;RJ;RIO DE JANEIRO;Bom Jesus do Itabapoana;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300704;RJ;RIO DE JANEIRO;Cabo Frio;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300803;RJ;RIO DE JANEIRO;Cachoeiras de Macacu;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300902;RJ;RIO DE JANEIRO;Cambuci;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300936;RJ;RIO DE JANEIRO;Carapebus;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3300951;RJ;RIO DE JANEIRO;Comendador Levy Gasparian;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3301009;RJ;RIO DE JANEIRO;Campos dos Goytacazes;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3301108;RJ;RIO DE JANEIRO;Cantagalo;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3301157;RJ;RIO DE JANEIRO;Cardoso Moreira;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3301207;RJ;RIO DE JANEIRO;Carmo;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3301306;RJ;RIO DE JANEIRO;Casimiro de Abreu;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3301405;RJ;RIO DE JANEIRO;Conceição de Macabu;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3301504;RJ;RIO DE JANEIRO;Cordeiro;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3301603;RJ;RIO DE JANEIRO;Duas Barras;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3301702;RJ;RIO DE JANEIRO;Duque de Caxias;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3301801;RJ;RIO DE JANEIRO;Engenheiro Paulo de Frontin;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3301850;RJ;RIO DE JANEIRO;Guapimirim;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3301876;RJ;RIO DE JANEIRO;Iguaba Grande;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3301900;RJ;RIO DE JANEIRO;Itaboraí;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302007;RJ;RIO DE JANEIRO;Itaguaí;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302056;RJ;RIO DE JANEIRO;Italva;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302106;RJ;RIO DE JANEIRO;Itaocara;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302205;RJ;RIO DE JANEIRO;Itaperuna;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302254;RJ;RIO DE JANEIRO;Itatiaia;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302270;RJ;RIO DE JANEIRO;Japeri;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302304;RJ;RIO DE JANEIRO;Laje do Muriaé;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302403;RJ;RIO DE JANEIRO;Macaé;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302452;RJ;RIO DE JANEIRO;Macuco;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302502;RJ;RIO DE JANEIRO;Magé;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302601;RJ;RIO DE JANEIRO;Mangaratiba;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302700;RJ;RIO DE JANEIRO;Maricá;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302809;RJ;RIO DE JANEIRO;Mendes;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302858;RJ;RIO DE JANEIRO;Mesquita;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3302908;RJ;RIO DE JANEIRO;Miguel Pereira;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3303005;RJ;RIO DE JANEIRO;Miracema;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3303104;RJ;RIO DE JANEIRO;Natividade;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3303203;RJ;RIO DE JANEIRO;Nilópolis;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3303302;RJ;RIO DE JANEIRO;Niterói;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3303401;RJ;RIO DE JANEIRO;Nova Friburgo;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3303500;RJ;RIO DE JANEIRO;Nova Iguaçu;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3303609;RJ;RIO DE JANEIRO;Paracambi;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3303708;RJ;RIO DE JANEIRO;Paraíba do Sul;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3303807;RJ;RIO DE JANEIRO;Paraty;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3303856;RJ;RIO DE JANEIRO;Paty do Alferes;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3303906;RJ;RIO DE JANEIRO;Petrópolis;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3303955;RJ;RIO DE JANEIRO;Pinheiral;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304003;RJ;RIO DE JANEIRO;Piraí;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304102;RJ;RIO DE JANEIRO;Porciúncula;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304110;RJ;RIO DE JANEIRO;Porto Real;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304128;RJ;RIO DE JANEIRO;Quatis;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304144;RJ;RIO DE JANEIRO;Queimados;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304151;RJ;RIO DE JANEIRO;Quissamã;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304201;RJ;RIO DE JANEIRO;Resende;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304300;RJ;RIO DE JANEIRO;Rio Bonito;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304409;RJ;RIO DE JANEIRO;Rio Claro;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304508;RJ;RIO DE JANEIRO;Rio das Flores;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304524;RJ;RIO DE JANEIRO;Rio das Ostras;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304557;RJ;RIO DE JANEIRO;Rio de Janeiro;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304607;RJ;RIO DE JANEIRO;Santa Maria Madalena;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304706;RJ;RIO DE JANEIRO;Santo Antônio de Pádua;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304755;RJ;RIO DE JANEIRO;São Francisco de Itabapoana;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304805;RJ;RIO DE JANEIRO;São Fidélis;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3304904;RJ;RIO DE JANEIRO;São Gonçalo;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3305000;RJ;RIO DE JANEIRO;São João da Barra;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3305109;RJ;RIO DE JANEIRO;São João de Meriti;21;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3305133;RJ;RIO DE JANEIRO;São José de Ubá;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3305158;RJ;RIO DE JANEIRO;São José do Vale do Rio Preto;24;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3305208;RJ;RIO DE JANEIRO;São Pedro da Aldeia;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
3305307;RJ;RIO DE JANEIRO;São Sebastião do Alto;22;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
